181165,LM12785,CD0015,"2010-01-19 00:00:00.000","4 1399","Loan Repayment",-5000.00000000000000000000,3
181166,LM12791,CD0015,"2010-01-19 00:00:00.000","4 1399","Loan Repayment",-2000.00000000000000000000,3
181175,LM12788,CD0015,"2010-01-19 00:00:00.000","4 1399","Loan Interest Paid",-400.00000000000000000000,6
181182,LM12784,CD0015,"2010-01-19 00:00:00.000","4 1399","Savings Deposit",-500.00000000000000000000,1
181184,LM12791,CD0015,"2010-01-19 00:00:00.000","4 1399","Savings Deposit",-100.00000000000000000000,1
181186,LM12788,CD0015,"2010-01-19 00:00:00.000","4 1399","Savings Deposit",-100.00000000000000000000,1
181188,LM12785,CD0015,"2010-01-19 00:00:00.000","4 1399","Savings Deposit",-100.00000000000000000000,1
181196,M18098,CD0015,"2010-01-18 00:00:00.000","4 1388","Loan Interest Due",400.00000000000000000000,6
181214,M23345,CD0015,"2010-01-18 00:00:00.000","4 1388","Loan Interest Due",266.67000000000000000000,6
181219,M18098,CD0015,"2010-01-18 00:00:00.000","4 1388","Loan Repayment",-2900.00000000000000000000,3
181237,M23345,CD0015,"2010-01-18 00:00:00.000","4 1388","Loan Repayment",-270.00000000000000000000,3
181248,M23345,CD0015,"2010-01-18 00:00:00.000","4 1388","Savings Deposit",-100.00000000000000000000,1
181256,M26294,CD0015,"2010-01-18 00:00:00.000","4 1400","Loan Interest Due",533.34000000000000000000,6
181258,M26292,CD0015,"2010-01-18 00:00:00.000","4 1400","Loan Interest Due",2094.43000000000000000000,6
181260,M26298,CD0015,"2010-01-18 00:00:00.000","4 1400","Loan Interest Due",963.93000000000000000000,6
181279,M26294,CD0015,"2010-01-18 00:00:00.000","4 1400","Loan Repayment",-3800.00000000000000000000,3
181281,M26292,CD0015,"2010-01-18 00:00:00.000","4 1400","Loan Repayment",-4500.00000000000000000000,3
181283,M26298,CD0015,"2010-01-18 00:00:00.000","4 1400","Loan Repayment",-2600.00000000000000000000,3
181297,M26296,CD0015,"2010-01-18 00:00:00.000","4 1400","Loan Repayment",-4350.00000000000000000000,3
181303,M26292,CD0015,"2010-01-18 00:00:00.000","4 1400","Savings Deposit",-100.00000000000000000000,1
181305,M26294,CD0015,"2010-01-18 00:00:00.000","4 1400","Savings Deposit",-100.00000000000000000000,1
181307,M26296,CD0015,"2010-01-18 00:00:00.000","4 1400","Savings Deposit",-100.00000000000000000000,1
181309,M26298,CD0015,"2010-01-18 00:00:00.000","4 1400","Savings Deposit",-100.00000000000000000000,1
181314,M26304,CD0015,"2010-01-18 00:00:00.000","4 1400","Savings Deposit",-3100.00000000000000000000,1
181320,LM12195,CD0015,"2010-01-18 00:00:00.000","4 1552","Savings Deposit",-200.00000000000000000000,1
181324,LM13939,CD0015,"2010-01-15 00:00:00.000","4 1396","Loan Repayment",-4350.00000000000000000000,3
181326,LM13939,CD0015,"2010-01-15 00:00:00.000","4 1396","Savings Deposit",-500.00000000000000000000,1
181333,AL0383,CD0015,"2010-01-15 00:00:00.000","4 1551","Loan Repayment",-675.00000000000000000000,3
181335,AL0383,CD0015,"2010-01-15 00:00:00.000","4 1551","Savings Deposit",-200.00000000000000000000,1
182192,AL0635,CD0010,"2010-01-25 00:00:00.000","4 1427/4 178","Savings Deposit",-250.00000000000000000000,1
182194,AL0634,CD0010,"2010-01-25 00:00:00.000","4 1427/4 178","Savings Deposit",-1100.00000000000000000000,1
182195,AL0626,CD0010,"2010-01-25 00:00:00.000","4 1427/4 178","Savings Deposit",-300.00000000000000000000,1
182196,AL0629,CD0010,"2010-01-25 00:00:00.000","4 1427/4 178","Savings Deposit",-200.00000000000000000000,1
182227,AL0409,CD0010,"2010-01-21 00:00:00.000","4 1462","Savings Deposit",-1750.00000000000000000000,1
182232,AL0411,CD0010,"2010-01-21 00:00:00.000","4 1462","Savings Deposit",-200.00000000000000000000,1
182710,LM13825,CD0010,"2010-01-18 00:00:00.000","4 1349","Loan Repayment",-600.00000000000000000000,3
182716,LM12757,CD0010,"2010-01-18 00:00:00.000","4 1350","Savings Deposit",-100.00000000000000000000,1
182719,LM13825,CD0010,"2010-01-18 00:00:00.000","4 1350","Savings Deposit",-100.00000000000000000000,1
182726,AL0651,CD0010,"2010-01-18 00:00:00.000","4 1350","Savings Deposit",-100.00000000000000000000,1
182741,AL0635,CD0010,"2010-01-18 00:00:00.000","4 1422","Savings Deposit",-250.00000000000000000000,1
182743,AL0634,CD0010,"2010-01-18 00:00:00.000","4 1422","Savings Deposit",-500.00000000000000000000,1
182745,AL0626,CD0010,"2010-01-18 00:00:00.000","4 1422","Savings Deposit",-500.00000000000000000000,1
182746,AL0629,CD0010,"2010-01-18 00:00:00.000","4 1422","Savings Deposit",-200.00000000000000000000,1
182807,AL0409,CD0010,"2010-01-14 00:00:00.000","4 1461","Savings Deposit",-200.00000000000000000000,1
182835,LM13726,CD0010,"2010-01-14 00:00:00.000","4 1456","Savings Deposit",-100.00000000000000000000,1
182842,M24383,CD0010,"2010-01-14 00:00:00.000","4 1456","Savings Deposit",-50.00000000000000000000,1
182895,AL0635,CD0010,"2010-01-11 00:00:00.000","4 1297","Savings Deposit",-100.00000000000000000000,1
182897,AL0634,CD0010,"2010-01-11 00:00:00.000","4 1297","Savings Deposit",-400.00000000000000000000,1
182899,AL0626,CD0010,"2010-01-11 00:00:00.000","4 1297","Savings Deposit",-500.00000000000000000000,1
182900,AL0629,CD0010,"2010-01-11 00:00:00.000","4 1297","Savings Deposit",-500.00000000000000000000,1
182913,AL0409,CD0010,"2010-01-07 00:00:00.000","4 1454/4 1260","Savings Deposit",-1500.00000000000000000000,1
182921,AL0417,CD0010,"2010-01-07 00:00:00.000","4 1454/4 1260","Savings Deposit",-200.00000000000000000000,1
183382,LM12621,CD0032,"2010-01-22 00:00:00.000","10 1012/10 101","Savings Deposit",-2470.00000000000000000000,1
183524,AL0656,CD0032,"2010-01-11 00:00:00.000","10 1013/10 099","Savings Deposit",-4080.00000000000000000000,1
185584,M26717,CD0015,"2010-01-28 00:00:00.000","4 1575","Loan Interest Due",1063.13000000000000000000,6
185597,M26717,CD0015,"2010-01-28 00:00:00.000","4 1575","Loan Repayment",-3900.00000000000000000000,3
185614,LM12251,CD0015,"2010-01-28 00:00:00.000","4 1575","Savings Deposit",-10500.00000000000000000000,1
185756,M32714,CD0015,"2010-01-25 00:00:00.000","4 1563","Savings Deposit",-100.00000000000000000000,1
187771,M14322,CD0032,"2010-01-30 00:00:00.000","10 1075","Loan Repayment",-2200.00000000000000000000,3
187773,M29699,CD0032,"2010-01-30 00:00:00.000","10 1055","Loan Interest Due",1600.02000000000000000000,6
187776,M29699,CD0032,"2010-01-30 00:00:00.000","10 1055","Loan Repayment",-2800.00000000000000000000,3
188060,AL0343,CD0032,"2010-01-27 00:00:00.000","10 1024","Savings Deposit",-500.00000000000000000000,1
188377,LM13625,CD0010,"2010-01-29 00:00:00.000","4 1486","Loan Interest Due",1063.13000000000000000000,6
188379,LM13627,CD0010,"2010-01-29 00:00:00.000","4 1486","Loan Interest Due",1063.13000000000000000000,6
188410,LM13625,CD0010,"2010-01-29 00:00:00.000","4 1486","Loan Repayment",-4350.00000000000000000000,3
188412,LM13627,CD0010,"2010-01-29 00:00:00.000","4 1486","Loan Repayment",-5500.00000000000000000000,3
188415,LM13629,CD0015,"2010-01-29 00:00:00.000","4 1486","Loan Repayment",-1034.00000000000000000000,3
188416,LM13692,CD0010,"2010-01-29 00:00:00.000","4 1486","Loan Repayment",-2100.00000000000000000000,3
188476,LM13562,CD0010,"2010-01-29 00:00:00.000","4 1469","Loan Interest Due",600.00000000000000000000,6
188501,LM13562,CD0010,"2010-01-29 00:00:00.000","4 1469","Loan Repayment",-4350.00000000000000000000,3
188518,LM13562,CD0010,"2010-01-29 00:00:00.000","4 1469","Savings Deposit",-100.00000000000000000000,1
188631,M29721,CD0010,"2010-01-25 00:00:00.000","4 1428","Loan Interest Due",400.00000000000000000000,6
188635,M29723,CD0010,"2010-01-25 00:00:00.000","4 1428","Loan Interest Due",400.00000000000000000000,6
188639,M13793,CD0010,"2010-01-25 00:00:00.000","4 1428","Loan Interest Due",400.00000000000000000000,6
188653,M29721,CD0010,"2010-01-25 00:00:00.000","4 1428","Loan Repayment",-2900.00000000000000000000,3
188657,M29723,CD0010,"2010-01-25 00:00:00.000","4 1428","Loan Repayment",-2900.00000000000000000000,3
188660,M13793,CD0010,"2010-01-25 00:00:00.000","4 1428","Loan Interest Paid",-400.00000000000000000000,6
188669,M29723,CD0010,"2010-01-25 00:00:00.000","4 1428","Savings Deposit",-100.00000000000000000000,1
188672,AL0346,CD0010,"2010-01-25 00:00:00.000","4 1428","Savings Deposit",-100.00000000000000000000,1
188674,M29721,CD0010,"2010-01-25 00:00:00.000","4 1428","Savings Deposit",-100.00000000000000000000,1
188798,LM13629,CD0015,"2010-01-06 00:00:00.000","4 1474","Loan Repayment",-1000.00000000000000000000,3
192443,AL0343,CD0032,"2010-02-01 00:00:00.000","10 1067","Savings Deposit",-2000.00000000000000000000,1
194293,M14726,CD0015,"2010-01-11 00:00:00.000",AL00891,"Lease Amount",70000.00000000000000000000,2
194314,LM13726,CD0010,"2010-01-29 00:00:00.000",AL00972,"Lease Amount",40000.00000000000000000000,2
194318,M24383,CD0010,"2010-01-29 00:00:00.000",AL00973,"Lease Amount",45000.00000000000000000000,2
194320,M26304,CD0015,"2010-01-29 00:00:00.000",AL00994,"Lease Amount",50000.00000000000000000000,2
194500,LM12195,CD0015,"2010-01-11 00:00:00.000",AL00892,"Lease Amount",50000.00000000000000000000,2
194502,AL0409,CD0010,"2010-01-29 00:00:00.000",AL00989,"Lease Amount",35000.00000000000000000000,2
195084,AL0162,CD0032,"2010-02-11 00:00:00.000","10 1113/10 108","Savings Deposit",-2200.00000000000000000000,1
195145,AL0343,CD0032,"2010-02-09 00:00:00.000","10 1099/10 107","Savings Deposit",-2060.00000000000000000000,1
195256,M24016,CD0032,"2010-02-09 00:00:00.000","10 1101","Loan Interest Due",666.67000000000000000000,6
195269,M24016,CD0032,"2010-02-09 00:00:00.000","10 1101","Loan Repayment",-3450.00000000000000000000,3
195288,AL0162,CD0032,"2010-02-09 00:00:00.000","10 1101","Savings Deposit",-400.00000000000000000000,1
195292,M14322,CD0032,"2010-02-09 00:00:00.000","10 1101","Savings Deposit",-100.00000000000000000000,1
195295,M24016,CD0032,"2010-02-09 00:00:00.000","10 1101","Savings Deposit",-100.00000000000000000000,1
195296,M24017,CD0032,"2010-02-09 00:00:00.000","10 1101","Savings Deposit",-500.00000000000000000000,1
195389,LM13629,CD0015,"2010-02-08 00:00:00.000","4 4797","Loan Repayment",-500.00000000000000000000,3
196927,AL0038,CD0032,"2010-01-04 00:00:00.000",AL00848,"Lease Amount",31800.00000000000000000000,2
196929,M14894,CD0010,"2010-01-29 00:00:00.000",AL00984,"Lease Amount",80000.00000000000000000000,3
196986,LM12757,CD0010,"2010-01-11 00:00:00.000",AL00890,"Lease Amount",70000.00000000000000000000,2
196988,AL0483,CD0008,"2010-01-04 00:00:00.000",AL00864,"Lease Amount",45000.00000000000000000000,2
196990,AL0484,CD0008,"2010-01-04 00:00:00.000",AL00863,"Lease Amount",40000.00000000000000000000,2
196992,AL0480,CD0008,"2010-01-04 00:00:00.000",AL00867,"Lease Amount",45000.00000000000000000000,2
197010,AL0479,CD0032,"2010-01-05 00:00:00.000",AL00845,"Lease Amount",48920.00000000000000000000,2
197012,LM13175,CD0032,"2010-01-04 00:00:00.000",AL00847,"Lease Amount",35000.00000000000000000000,2
197751,AL0383,CD0015,"2010-02-12 00:00:00.000","4 1597","Loan Interest Due",600.00000000000000000000,6
197768,AL0383,CD0015,"2010-02-12 00:00:00.000","4 1597","Loan Repayment",-800.00000000000000000000,3
197773,LM12195,CD0015,"2010-02-12 00:00:00.000","4 1597","Loan Repayment",-750.00000000000000000000,3
197775,LM12195,CD0015,"2010-02-12 00:00:00.000","4 1597","Savings Deposit",-200.00000000000000000000,1
197780,AL0383,CD0015,"2010-02-12 00:00:00.000","4 1597","Savings Deposit",-200.00000000000000000000,1
197808,M28428,CD0015,"2010-02-06 00:00:00.000","4 1595","Loan Repayment",-1505.00000000000000000000,3
197829,AL0324,CD0015,"2010-02-06 00:00:00.000","4 1595","Loan Repayment",-800.00000000000000000000,1
197830,LM12721,CD0015,"2010-02-06 00:00:00.000","4 1595","Loan Repayment",-450.00000000000000000000,3
197831,LM12722,CD0015,"2010-02-06 00:00:00.000","4 1595","Loan Repayment",-525.00000000000000000000,3
198188,M23345,CD0015,"2010-02-16 00:00:00.000","4 1761/4 648","Loan Interest Due",266.67000000000000000000,6
198192,M18098,CD0015,"2010-02-16 00:00:00.000","4 1761/4 648","Loan Repayment",-2900.00000000000000000000,3
198204,M23345,CD0015,"2010-02-16 00:00:00.000","4 1761/4 648","Loan Repayment",-270.00000000000000000000,3
198210,M18098,CD0015,"2010-02-16 00:00:00.000","4 1761/4 648","Savings Deposit",-100.00000000000000000000,1
198217,M23345,CD0015,"2010-02-16 00:00:00.000","4 1761/4 648","Savings Deposit",-100.00000000000000000000,1
198233,AL0635,CD0010,"2010-02-15 00:00:00.000","4 1816/4 186","Savings Deposit",-250.00000000000000000000,1
198235,AL0634,CD0010,"2010-02-15 00:00:00.000","4 1816/4 186","Savings Deposit",-500.00000000000000000000,1
198237,AL0626,CD0010,"2010-02-15 00:00:00.000","4 1816/4 186","Savings Deposit",-200.00000000000000000000,1
198238,AL0629,CD0010,"2010-02-15 00:00:00.000","4 1816/4 186","Savings Deposit",-150.00000000000000000000,1
198243,AL0722,CD0010,"2010-02-15 00:00:00.000","4 1816/4 186","Savings Deposit",-200.00000000000000000000,1
198260,LM12788,CD0015,"2010-02-15 00:00:00.000","4 1593","Loan Interest Due",400.00000000000000000000,6
198265,LM12785,CD0015,"2010-02-15 00:00:00.000","4 1593","Loan Repayment",-6000.00000000000000000000,3
198268,LM12791,CD0015,"2010-02-15 00:00:00.000","4 1593","Loan Repayment",-1660.00000000000000000000,3
198280,LM12788,CD0015,"2010-02-15 00:00:00.000","4 1593","Loan Repayment",-2900.00000000000000000000,3
198288,LM12784,CD0015,"2010-02-15 00:00:00.000","4 1593","Savings Deposit",-2550.00000000000000000000,1
198290,LM12791,CD0015,"2010-02-15 00:00:00.000","4 1593","Savings Deposit",-100.00000000000000000000,1
198292,LM12788,CD0015,"2010-02-15 00:00:00.000","4 1593","Savings Deposit",-100.00000000000000000000,1
198294,LM12785,CD0015,"2010-02-15 00:00:00.000","4 1593","Savings Deposit",-100.00000000000000000000,1
198306,LM12246,CD0015,"2010-02-15 00:00:00.000","4 1594","Loan Interest Due",800.00000000000000000000,6
198308,LM12245,CD0015,"2010-02-15 00:00:00.000","4 1594","Loan Interest Due",533.34000000000000000000,6
198314,LM12433,CD0015,"2010-02-15 00:00:00.000","4 1594","Loan Repayment",-4000.00000000000000000000,3
198320,LM12389,CD0015,"2010-02-15 00:00:00.000","4 1594","Loan Repayment",-3880.00000000000000000000,3
198322,LM12246,CD0015,"2010-02-15 00:00:00.000","4 1594","Loan Repayment",-4000.00000000000000000000,3
198324,LM12245,CD0015,"2010-02-15 00:00:00.000","4 1594","Loan Repayment",-3870.00000000000000000000,3
198330,LM12246,CD0015,"2010-02-15 00:00:00.000","4 1594","Savings Deposit",-100.00000000000000000000,1
198332,LM12389,CD0015,"2010-02-15 00:00:00.000","4 1594","Savings Deposit",-100.00000000000000000000,1
198333,LM12433,CD0015,"2010-02-15 00:00:00.000","4 1594","Savings Deposit",-300.00000000000000000000,1
198599,AL0635,CD0010,"2010-02-01 00:00:00.000","4 1812","Savings Deposit",-400.00000000000000000000,1
198601,AL0634,CD0010,"2010-02-01 00:00:00.000","4 1812","Savings Deposit",-1500.00000000000000000000,1
198603,AL0626,CD0010,"2010-02-01 00:00:00.000","4 1812","Savings Deposit",-200.00000000000000000000,1
198604,AL0629,CD0010,"2010-02-01 00:00:00.000","4 1812","Savings Deposit",-150.00000000000000000000,1
198616,AL0635,CD0010,"2010-02-08 00:00:00.000","4 1825/4 187","Savings Deposit",-500.00000000000000000000,1
198618,AL0634,CD0010,"2010-02-08 00:00:00.000","4 1825/4 187","Savings Deposit",-500.00000000000000000000,1
198620,AL0626,CD0010,"2010-02-08 00:00:00.000","4 1825/4 187","Savings Deposit",-200.00000000000000000000,1
198621,AL0629,CD0010,"2010-02-08 00:00:00.000","4 1825/4 187","Savings Deposit",-100.00000000000000000000,1
199138,LM12621,CD0032,"2010-02-18 00:00:00.000","10 1128","Loan Repayment",-1910.00000000000000000000,3
199146,AL0343,CD0032,"2010-02-17 00:00:00.000","10 1127/10 112","Savings Deposit",-100.00000000000000000000,1
199151,AL0726,CD0032,"2010-02-17 00:00:00.000","10 1129","Savings Deposit",-3800.00000000000000000000,1
200114,AL0346,CD0010,"2010-01-29 00:00:00.000",AL01005,"Lease Amount",35000.00000000000000000000,2
200564,LM12338,CD0008,"2010-02-11 00:00:00.000","4 591","Loan Interest Due",1333.34000000000000000000,6
200566,LM13936,CD0008,"2010-02-11 00:00:00.000","4 591","Loan Interest Due",500.00000000000000000000,6
200572,LM13935,CD0008,"2010-02-11 00:00:00.000","4 591","Loan Interest Due",1200.00000000000000000000,6
200583,LM12338,CD0008,"2010-02-11 00:00:00.000","4 591","Loan Repayment",-3400.00000000000000000000,3
200585,LM13936,CD0008,"2010-02-11 00:00:00.000","4 591","Loan Interest Paid",-500.00000000000000000000,6
200591,LM13935,CD0008,"2010-02-11 00:00:00.000","4 591","Loan Repayment",-4350.00000000000000000000,3
200684,LM12750,CD0008,"2010-02-09 00:00:00.000","4 671","Savings Deposit",-1000.00000000000000000000,1
200828,AL0484,CD0008,"2010-02-02 00:00:00.000","4 576","Savings Deposit",-100.00000000000000000000,1
200829,AL0480,CD0008,"2010-02-02 00:00:00.000","4 576","Savings Deposit",-100.00000000000000000000,1
200833,AL0483,CD0008,"2010-02-02 00:00:00.000","4 576","Savings Deposit",-200.00000000000000000000,4
200862,AL0729,CD0008,"2010-02-01 00:00:00.000","4 691","Savings Deposit",-1400.00000000000000000000,1
200863,AL0731,CD0008,"2010-02-01 00:00:00.000","4 691","Savings Deposit",-500.00000000000000000000,1
200864,AL0732,CD0008,"2010-02-01 00:00:00.000","4 691","Savings Deposit",-2000.00000000000000000000,1
200867,AL0733,CD0008,"2010-02-01 00:00:00.000","4 691","Savings Deposit",-200.00000000000000000000,1
200870,AL0734,CD0008,"2010-02-01 00:00:00.000","4 691","Savings Deposit",-100.00000000000000000000,1
200871,AL0739,CD0008,"2010-02-01 00:00:00.000","4 691","Savings Deposit",-100.00000000000000000000,1
200874,AL0737,CD0008,"2010-02-01 00:00:00.000","4 691","Savings Deposit",-100.00000000000000000000,1
200878,AL0729,CD0008,"2010-02-08 00:00:00.000","4 692","Savings Deposit",-100.00000000000000000000,1
200879,AL0731,CD0008,"2010-02-08 00:00:00.000","4 692","Savings Deposit",-200.00000000000000000000,1
200880,AL0732,CD0008,"2010-02-08 00:00:00.000","4 692","Savings Deposit",-500.00000000000000000000,1
200883,AL0733,CD0008,"2010-02-08 00:00:00.000","4 692","Savings Deposit",-200.00000000000000000000,1
200886,AL0734,CD0008,"2010-02-08 00:00:00.000","4 692","Savings Deposit",-100.00000000000000000000,1
200887,AL0739,CD0008,"2010-02-08 00:00:00.000","4 692","Savings Deposit",-200.00000000000000000000,1
200890,AL0737,CD0008,"2010-02-08 00:00:00.000","4 692","Savings Deposit",-200.00000000000000000000,1
200894,AL0729,CD0008,"2010-02-15 00:00:00.000","4 699","Savings Deposit",-1500.00000000000000000000,1
200895,AL0731,CD0008,"2010-02-15 00:00:00.000","4 699","Savings Deposit",-100.00000000000000000000,1
200896,AL0732,CD0008,"2010-02-15 00:00:00.000","4 699","Savings Deposit",-500.00000000000000000000,1
200899,AL0733,CD0008,"2010-02-15 00:00:00.000","4 699","Savings Deposit",-500.00000000000000000000,1
200902,AL0734,CD0008,"2010-02-15 00:00:00.000","4 699","Savings Deposit",-100.00000000000000000000,1
200903,AL0739,CD0008,"2010-02-15 00:00:00.000","4 699","Savings Deposit",-500.00000000000000000000,1
200906,AL0737,CD0008,"2010-02-15 00:00:00.000","4 699","Savings Deposit",-200.00000000000000000000,1
201225,AL0731,CD0008,"2010-01-25 00:00:00.000","3 792","Savings Deposit",-500.00000000000000000000,1
201226,AL0732,CD0008,"2010-01-25 00:00:00.000","3 792","Savings Deposit",-500.00000000000000000000,1
201228,AL0733,CD0008,"2010-01-25 00:00:00.000","3 792","Savings Deposit",-300.00000000000000000000,1
201694,LM12338,CD0008,"2010-01-14 00:00:00.000","4 660/4 661","Loan Repayment",-3900.00000000000000000000,3
201699,LM13935,CD0008,"2010-01-14 00:00:00.000","4 660/4 661","Loan Repayment",-4350.00000000000000000000,3
201703,LM13935,CD0008,"2010-01-14 00:00:00.000","4 660/4 661","Savings Deposit",-100.00000000000000000000,4
201745,AL0484,CD0008,"2010-01-12 00:00:00.000","4 575","Savings Deposit",-100.00000000000000000000,1
201746,AL0480,CD0008,"2010-01-12 00:00:00.000","4 575","Savings Deposit",-100.00000000000000000000,1
201750,AL0483,CD0008,"2010-01-12 00:00:00.000","4 575","Savings Deposit",-100.00000000000000000000,4
201775,LM12502,CD0008,"2010-01-12 00:00:00.000","4 656","Loan Interest Due",300.00000000000000000000,6
201791,LM12502,CD0008,"2010-01-12 00:00:00.000","4 656","Loan Repayment",-2000.00000000000000000000,3
201803,LM12851,CD0008,"2010-01-12 00:00:00.000","4 657","Savings Deposit",-150.00000000000000000000,1
201813,LM12502,CD0008,"2010-01-12 00:00:00.000","4 657","Savings Deposit",-100.00000000000000000000,1
202873,M29721,CD0010,"2010-02-23 00:00:00.000","4 1844/4 188","Loan Interest Due",400.00000000000000000000,6
202875,M29723,CD0010,"2010-02-23 00:00:00.000","4 1844/4 188","Loan Interest Due",400.00000000000000000000,6
202879,M13793,CD0010,"2010-02-23 00:00:00.000","4 1844/4 188","Loan Interest Due",400.00000000000000000000,6
202895,M29721,CD0010,"2010-02-23 00:00:00.000","4 1844/4 188","Loan Repayment",-2900.00000000000000000000,3
202898,M29723,CD0010,"2010-02-23 00:00:00.000","4 1844/4 188","Loan Repayment",-2900.00000000000000000000,3
202902,M13793,CD0010,"2010-02-23 00:00:00.000","4 1844/4 188","Loan Repayment",-2900.00000000000000000000,3
202916,AL0346,CD0010,"2010-02-23 00:00:00.000","4 1844/4 188","Savings Deposit",-100.00000000000000000000,1
202921,M29721,CD0010,"2010-02-23 00:00:00.000","4 1844/4 188","Savings Deposit",-100.00000000000000000000,1
202936,AL0635,CD0010,"2010-02-22 00:00:00.000","4 1845/4 189","Savings Deposit",-250.00000000000000000000,1
202938,AL0634,CD0010,"2010-02-22 00:00:00.000","4 1845/4 189","Savings Deposit",-500.00000000000000000000,1
202940,AL0722,CD0010,"2010-02-22 00:00:00.000","4 1845/4 189","Savings Deposit",-1350.00000000000000000000,1
202941,AL0626,CD0010,"2010-02-22 00:00:00.000","4 1845/4 189","Savings Deposit",-100.00000000000000000000,1
202942,AL0629,CD0010,"2010-02-22 00:00:00.000","4 1845/4 189","Savings Deposit",-2200.00000000000000000000,1
202947,AL0745,CD0010,"2010-02-22 00:00:00.000","4 1845/4 189","Savings Deposit",-300.00000000000000000000,1
203075,LM11425,CD0032,"2010-02-24 00:00:00.000","10 1146","Loan Repayment",-1500.00000000000000000000,3
203092,AL0343,CD0032,"2010-02-20 00:00:00.000","10 1132","Savings Deposit",-60.00000000000000000000,1
203106,LM11425,CD0032,"2010-02-19 00:00:00.000","10 1142","Loan Repayment",-1000.00000000000000000000,3
203746,M15453,CD0015,"2010-01-28 00:00:00.000","4 1785","Loan Interest Due",600.00000000000000000000,6
203756,M15453,CD0015,"2010-01-28 00:00:00.000","4 1785","Loan Repayment",-2000.00000000000000000000,3
203870,M15453,CD0015,"2010-02-23 00:00:00.000","4 1789","Loan Interest Due",600.00000000000000000000,6
203878,M15453,CD0015,"2010-02-23 00:00:00.000","4 1789","Loan Repayment",-2000.00000000000000000000,3
203910,M15453,CD0015,"2010-02-22 00:00:00.000","4 1767","Loan Repayment",-2350.00000000000000000000,3
203919,M14726,CD0015,"2010-02-22 00:00:00.000","4 1767","Loan Repayment",-4000.00000000000000000000,3
203989,LM12968,CD0015,"2010-02-16 00:00:00.000","4 1769","Loan Interest Due",800.00000000000000000000,6
204003,LM12968,CD0015,"2010-02-16 00:00:00.000","4 1769","Loan Repayment",-5500.00000000000000000000,3
204018,LM12968,CD0015,"2010-02-16 00:00:00.000","4 1769","Savings Deposit",-100.00000000000000000000,1
204053,LM13939,CD0015,"2010-02-13 00:00:00.000","4 1780","Loan Interest Due",4200.00000000000000000000,6
